user_id,product_id,interaction_score,user_age,total_spend
64,19,2,25,3137
64,31,4,25,3137
64,32,4,25,3137
64,37,2,25,3137
64,44,2,25,3137
64,23,1,25,3137
64,29,5,25,3137
64,15,4,25,3137
64,4,5,25,3137
64,2,1,25,3137
64,20,2,25,3137
65,1,2,31,3492
65,27,5,31,3492
65,7,4,31,3492
65,10,5,31,3492
65,25,1,31,3492
65,31,5,31,3492
65,13,1,31,3492
65,20,1,31,3492
65,34,3,31,3492
65,41,2,31,3492
65,6,2,31,3492
65,19,1,31,3492
65,35,1,31,3492
65,4,4,31,3492
65,12,2,31,3492
65,11,2,31,3492
66,31,2,28,4272
66,6,4,28,4272
66,37,5,28,4272
66,40,2,28,4272
66,5,2,28,4272
66,1,3,28,4272
67,31,2,46,3949
67,4,4,46,3949
67,10,4,46,3949
67,20,2,46,3949
67,32,4,46,3949
67,43,1,46,3949
67,17,2,46,3949
67,6,2,46,3949
67,15,1,46,3949
67,46,1,46,3949
67,7,3,46,3949
67,27,3,46,3949
67,44,3,46,3949
67,1,4,46,3949
67,30,2,46,3949
67,12,3,46,3949
67,33,5,46,3949
67,37,3,46,3949
67,22,4,46,3949
68,41,2,31,3709
68,6,5,31,3709
68,43,2,31,3709
68,30,2,31,3709
68,18,3,31,3709
68,46,2,31,3709
68,47,3,31,3709
68,14,2,31,3709
68,4,2,31,3709
68,22,5,31,3709
68,39,2,31,3709
69,32,2,50,2051
69,12,5,50,2051
69,30,1,50,2051
69,45,4,50,2051
69,16,2,50,2051
69,29,1,50,2051
69,5,5,50,2051
69,3,4,50,2051
69,1,3,50,2051
69,19,4,50,2051
70,16,5,26,978
70,12,5,26,978
70,47,5,26,978
70,9,3,26,978
70,26,5,26,978
70,20,3,26,978
70,34,2,26,978
71,8,5,37,4265
71,17,5,37,4265
71,29,4,37,4265
71,50,2,37,4265
71,42,5,37,4265
71,4,4,37,4265
71,23,4,37,4265
71,36,3,37,4265
71,10,5,37,4265
71,5,5,37,4265
71,39,2,37,4265
71,18,5,37,4265
71,20,1,37,4265
71,28,4,37,4265
71,32,3,37,4265
71,9,5,37,4265
71,11,4,37,4265
71,35,1,37,4265
71,19,3,37,4265
72,29,3,45,401
72,18,4,45,401
72,2,4,45,401
72,24,2,45,401
72,17,2,45,401
72,41,2,45,401
72,33,5,45,401
72,26,2,45,401
72,35,1,45,401
72,9,3,45,401
72,27,5,45,401
72,22,3,45,401
72,48,4,45,401
72,32,2,45,401
72,40,4,45,401
72,23,4,45,401
73,27,1,44,3386
73,1,3,44,3386
73,8,4,44,3386
73,14,3,44,3386
73,28,5,44,3386
73,31,3,44,3386
73,18,4,44,3386
73,24,5,44,3386
73,20,1,44,3386
73,19,4,44,3386
73,26,1,44,3386
73,32,4,44,3386
73,9,2,44,3386
73,42,4,44,3386
73,34,3,44,3386
73,35,4,44,3386
73,22,3,44,3386
73,39,2,44,3386
73,41,2,44,3386
74,48,1,43,3942
74,39,5,43,3942
74,21,2,43,3942
74,30,4,43,3942
74,31,2,43,3942
74,43,5,43,3942
74,26,5,43,3942
74,15,1,43,3942
74,35,1,43,3942
74,46,5,43,3942
74,25,5,43,3942
74,18,2,43,3942
74,29,5,43,3942
74,20,2,43,3942
74,13,1,43,3942
74,41,2,43,3942
74,22,5,43,3942
74,11,2,43,3942
75,29,5,58,174
75,43,1,58,174
75,45,2,58,174
75,35,5,58,174
75,37,4,58,174
75,7,2,58,174
75,39,1,58,174
75,24,5,58,174
75,16,2,58,174
75,27,3,58,174
75,33,1,58,174
75,22,5,58,174
75,19,4,58,174
76,40,1,58,2808
76,32,5,58,2808
76,11,4,58,2808
76,49,4,58,2808
76,3,2,58,2808
76,30,3,58,2808
76,14,4,58,2808
76,41,3,58,2808
76,39,2,58,2808
76,1,2,58,2808
76,13,2,58,2808
76,26,5,58,2808
77,13,1,37,3071
77,42,5,37,3071
77,18,3,37,3071
77,26,2,37,3071
77,48,3,37,3071
77,39,5,37,3071
78,4,2,27,1079
78,17,5,27,1079
78,1,5,27,1079
78,34,1,27,1079
78,42,3,27,1079
78,43,4,27,1079
78,19,3,27,1079
79,25,5,58,3067
79,50,5,58,3067
79,30,2,58,3067
79,4,4,58,3067
79,38,2,58,3067
79,16,5,58,3067
79,3,5,58,3067
79,26,1,58,3067
79,23,3,58,3067
79,18,2,58,3067
79,8,5,58,3067
79,35,2,58,3067
79,13,5,58,3067
80,49,1,33,1437
80,43,3,33,1437
80,44,5,33,1437
80,41,2,33,1437
80,13,3,33,1437
80,48,5,33,1437
80,5,1,33,1437
80,46,5,33,1437
81,1,4,33,1297
81,48,1,33,1297
81,36,1,33,1297
81,16,1,33,1297
81,22,3,33,1297
81,37,5,33,1297
81,24,3,33,1297
81,50,5,33,1297
81,46,2,33,1297
81,40,5,33,1297
81,3,2,33,1297
81,14,3,33,1297
81,33,5,33,1297
81,9,3,33,1297
81,12,4,33,1297
82,42,1,39,2818
82,49,2,39,2818
82,43,2,39,2818
82,5,3,39,2818
82,34,4,39,2818
82,39,1,39,2818
82,29,2,39,2818
82,24,4,39,2818
82,19,3,39,2818
82,20,5,39,2818
82,31,1,39,2818
82,30,5,39,2818
82,4,4,39,2818
82,37,3,39,2818
82,23,3,39,2818
83,25,4,26,4101
83,27,4,26,4101
83,3,1,26,4101
83,50,2,26,4101
83,5,3,26,4101
83,49,4,26,4101
83,35,1,26,4101
83,4,2,26,4101
83,2,1,26,4101
83,23,5,26,4101
83,33,3,26,4101
83,38,3,26,4101
83,16,2,26,4101
83,48,4,26,4101
83,41,1,26,4101
84,12,2,39,572
84,40,2,39,572
84,15,4,39,572
84,4,4,39,572
84,33,4,39,572
84,39,5,39,572
84,26,4,39,572
84,19,4,39,572
84,46,2,39,572
84,25,3,39,572
85,14,3,55,1498
85,34,1,55,1498
85,21,3,55,1498
85,32,1,55,1498
85,17,2,55,1498
85,20,5,55,1498
85,41,3,55,1498
85,38,4,55,1498
85,37,3,55,1498
85,48,3,55,1498
85,42,2,55,1498
85,47,5,55,1498
85,19,4,55,1498
85,5,2,55,1498
85,11,2,55,1498
85,12,4,55,1498
85,23,3,55,1498
86,15,1,49,2057
86,26,3,49,2057
86,34,2,49,2057
86,36,3,49,2057
86,43,5,49,2057
86,4,5,49,2057
86,31,2,49,2057
86,47,5,49,2057
86,20,4,49,2057
86,35,3,49,2057
86,9,4,49,2057
86,24,3,49,2057
86,33,1,49,2057
87,23,1,30,3566
87,26,1,30,3566
87,5,4,30,3566
87,28,5,30,3566
87,12,3,30,3566
87,36,5,30,3566
87,50,3,30,3566
87,6,5,30,3566
88,11,3,24,2018
88,19,2,24,2018
88,43,5,24,2018
88,37,1,24,2018
88,50,3,24,2018
88,26,2,24,2018
89,46,4,37,1603
89,44,5,37,1603
89,8,4,37,1603
89,17,1,37,1603
89,42,4,37,1603
89,27,5,37,1603
89,43,3,37,1603
89,37,5,37,1603
89,20,5,37,1603
89,16,3,37,1603
89,50,2,37,1603
89,14,3,37,1603
89,47,3,37,1603
89,34,1,37,1603
89,36,5,37,1603
89,26,1,37,1603
89,48,5,37,1603
89,29,4,37,1603
89,7,4,37,1603
89,38,2,37,1603
90,15,1,58,2021
90,35,1,58,2021
90,47,5,58,2021
90,41,1,58,2021
90,36,2,58,2021
90,48,2,58,2021
90,19,4,58,2021
90,21,4,58,2021
90,46,3,58,2021
90,33,2,58,2021
90,1,4,58,2021
90,10,5,58,2021
90,13,4,58,2021
90,25,2,58,2021
90,6,3,58,2021
91,48,5,57,2212
91,16,5,57,2212
91,24,4,57,2212
91,47,1,57,2212
91,29,2,57,2212
91,9,3,57,2212
92,46,3,55,4563
92,33,3,55,4563
92,43,5,55,4563
92,31,5,55,4563
92,27,3,55,4563
92,23,4,55,4563
92,17,2,55,4563
92,24,1,55,4563
92,10,4,55,4563
92,26,1,55,4563
92,1,2,55,4563
92,19,5,55,4563
93,27,2,64,1550
93,6,1,64,1550
93,37,4,64,1550
93,17,1,64,1550
93,36,4,64,1550
93,26,4,64,1550
93,45,1,64,1550
93,23,2,64,1550
93,33,2,64,1550
93,11,4,64,1550
93,38,4,64,1550
93,50,3,64,1550
93,12,5,64,1550
93,47,1,64,1550
93,29,2,64,1550
93,4,5,64,1550
94,15,3,19,527
94,32,1,19,527
94,5,2,19,527
94,7,2,19,527
94,12,5,19,527
94,35,3,19,527
94,43,3,19,527
94,9,3,19,527
94,8,2,19,527
94,49,3,19,527
94,13,2,19,527
94,2,4,19,527
94,48,2,19,527
94,29,3,19,527
94,14,3,19,527
94,16,2,19,527
94,25,2,19,527
94,11,4,19,527
95,26,1,41,3203
95,30,5,41,3203
95,42,3,41,3203
95,41,4,41,3203
95,46,4,41,3203
95,14,2,41,3203
95,3,1,41,3203
95,33,2,41,3203
96,2,3,51,4707
96,10,1,51,4707
96,20,5,51,4707
96,5,5,51,4707
96,24,5,51,4707
96,11,3,51,4707
96,19,3,51,4707
96,50,4,51,4707
96,49,4,51,4707
96,43,5,51,4707
96,40,5,51,4707
96,34,1,51,4707
96,16,4,51,4707
96,18,1,51,4707
96,31,3,51,4707
96,6,2,51,4707
96,26,1,51,4707
97,18,1,57,3229
97,2,2,57,3229
97,47,3,57,3229
97,37,3,57,3229
97,30,2,57,3229
97,41,4,57,3229
97,34,4,57,3229
98,12,2,58,111
98,38,4,58,111
98,25,3,58,111
98,49,1,58,111
98,42,4,58,111
98,37,3,58,111
98,50,1,58,111
98,15,4,58,111
98,19,1,58,111
98,45,3,58,111
99,43,5,46,2718
99,42,1,46,2718
99,8,1,46,2718
99,20,3,46,2718
99,40,5,46,2718
99,15,1,46,2718
100,30,4,23,1869
100,17,1,23,1869
100,50,4,23,1869
100,4,1,23,1869
100,49,4,23,1869
100,20,3,23,1869
100,9,2,23,1869
100,36,3,23,1869
100,12,5,23,1869
100,33,2,23,1869
100,11,3,23,1869
100,22,4,23,1869
100,16,2,23,1869
100,14,4,23,1869
100,28,3,23,1869
100,46,4,23,1869
100,7,1,23,1869
100,2,2,23,1869
100,13,5,23,1869
100,31,2,23,1869
101,14,5,43,2104
101,38,2,43,2104
101,7,3,43,2104
101,27,4,43,2104
101,15,3,43,2104
101,30,4,43,2104
101,16,4,43,2104
101,39,1,43,2104
101,46,1,43,2104
101,33,5,43,2104
101,22,1,43,2104
101,6,5,43,2104
101,50,3,43,2104
101,4,1,43,2104
101,2,2,43,2104
101,42,4,43,2104
101,34,3,43,2104
102,46,2,38,2963
102,6,5,38,2963
102,48,3,38,2963
102,45,4,38,2963
102,35,5,38,2963
102,32,2,38,2963
102,18,1,38,2963
102,27,2,38,2963
102,33,5,38,2963
102,23,1,38,2963
102,44,4,38,2963
102,3,2,38,2963
102,11,4,38,2963
102,47,3,38,2963
102,41,1,38,2963
102,42,4,38,2963
102,24,3,38,2963
102,10,3,38,2963
102,9,2,38,2963
102,15,3,38,2963
103,23,1,40,2331
103,11,4,40,2331
103,44,4,40,2331
103,16,2,40,2331
103,14,3,40,2331
103,39,3,40,2331
103,42,3,40,2331
103,40,2,40,2331
103,29,4,40,2331
103,7,3,40,2331
103,48,4,40,2331
103,24,5,40,2331
103,33,4,40,2331
