user_id,product_id,view_duration_seconds,pages_visited,clicked_add_to_cart,purchased
975,24,185,6,1,1
837,44,235,10,1,0
633,4,184,10,1,0
238,35,226,13,1,1
742,40,174,15,1,0
717,27,48,13,0,0
679,44,95,14,1,0
653,28,79,13,1,0
683,24,97,11,0,0
876,22,225,6,1,0
851,23,96,4,1,0
465,34,245,1,1,0
106,5,105,13,1,1
949,48,179,12,0,0
674,19,284,2,0,0
373,12,265,3,0,0
99,15,128,4,0,0
486,48,5,2,0,0
877,15,100,5,0,0
710,25,101,6,0,0
145,2,161,3,0,0
423,24,5,10,0,0
803,33,20,2,0,0
632,44,210,13,1,0
637,9,245,8,1,1
3,11,284,8,0,0
535,44,56,14,0,0
90,28,169,8,0,0
466,40,90,2,0,0
586,4,200,4,1,0
548,39,243,12,1,1
324,5,5,12,0,0
458,28,210,12,1,1
64,10,84,9,1,1
571,50,172,6,0,0
279,6,130,10,0,0
601,8,124,8,1,1
30,5,73,8,0,0
210,2,39,6,0,0
42,13,208,1,0,0
954,30,206,9,1,1
798,32,225,1,0,0
579,26,169,8,1,0
368,28,248,8,0,0
619,3,196,5,1,0
303,7,23,12,0,0
371,11,134,11,1,0
678,47,32,10,0,0
968,7,195,5,1,0
276,25,102,5,0,0
389,18,300,6,1,1
557,50,266,2,0,0
179,2,105,11,1,1
848,22,130,8,0,0
367,16,16,10,0,0
100,39,287,2,1,1
9,50,20,1,0,0
491,23,70,1,0,0
530,29,246,2,1,0
595,29,284,1,1,1
301,5,121,3,0,0
10,10,223,6,0,0
705,45,244,4,0,0
413,29,259,10,1,1
929,47,67,7,0,0
922,48,169,1,0,0
847,38,300,3,0,0
814,14,208,5,1,0
939,48,229,1,0,0
559,24,23,5,0,1
197,17,248,11,1,0
309,3,30,15,0,0
283,39,17,13,0,0
453,37,114,4,1,0
329,5,175,13,1,1
999,36,208,14,1,1
149,27,179,1,0,0
778,10,194,7,1,0
837,45,282,4,0,0
719,33,97,7,1,0
509,27,123,5,1,1
86,24,248,10,0,0
519,39,73,1,1,0
122,12,71,14,1,0
60,1,137,5,0,0
327,29,196,12,1,1
258,3,56,5,0,0
114,28,75,13,1,0
27,20,298,8,0,0
992,44,67,2,0,0
350,45,228,8,1,1
537,47,136,3,1,0
126,6,277,7,1,0
698,34,161,2,0,0
705,3,81,8,0,0
958,21,34,7,0,0
274,25,206,2,1,0
266,15,49,14,0,1
96,24,57,7,0,0
446,11,205,12,1,1
281,33,250,7,1,1
607,50,195,15,1,1
856,21,274,13,1,1
676,17,188,15,1,0
423,10,174,10,1,0
635,48,145,14,1,1
252,16,299,5,1,1
669,19,298,7,1,0
510,48,189,7,1,1
656,43,6,8,0,0
300,38,153,3,1,0
182,43,125,15,1,1
699,48,79,10,1,1
943,30,51,5,0,0
649,48,221,6,1,0
41,11,75,13,1,1
682,29,198,15,0,0
522,18,69,5,0,0
137,8,154,11,1,1
783,3,176,2,0,0
204,21,21,3,0,0
586,4,156,14,1,0
219,2,53,12,0,0
523,34,130,13,0,0
824,36,44,7,1,0
249,44,147,5,1,1
478,4,96,8,1,0
59,38,186,6,0,0
300,3,255,12,1,1
188,3,86,3,0,0
521,35,123,11,0,0
41,16,60,7,1,0
633,25,84,5,1,0
971,22,200,10,0,0
233,34,71,13,0,0
890,4,81,1,0,0
911,6,38,13,0,0
191,41,36,13,0,0
227,29,71,9,0,0
722,36,240,11,1,0
165,28,120,6,0,0
535,7,296,9,0,0
883,47,26,15,0,0
914,46,281,11,1,1
510,29,84,8,0,0
583,19,151,9,0,0
21,24,9,7,0,0
140,41,42,4,0,0
101,33,16,9,0,0
108,8,206,2,0,0
363,11,15,12,1,1
588,36,74,11,0,0
549,41,213,1,1,0
820,39,244,5,1,0
127,17,226,4,0,0
857,13,18,3,0,0
289,3,213,13,1,0
470,6,86,1,1,0
469,15,46,4,0,0
133,28,188,12,1,1
117,7,82,13,1,1
496,39,174,9,1,1
455,23,21,3,0,0
809,35,215,5,1,0
51,36,31,12,0,0
47,31,169,3,0,0
976,8,196,9,1,0
69,7,288,3,0,0
580,44,258,15,1,1
108,22,16,10,0,0
82,25,105,5,1,1
521,44,174,13,0,0
845,15,32,9,0,0
279,44,147,14,1,1
953,36,33,3,0,0
233,10,284,2,1,0
30,33,139,3,0,0
145,19,90,3,0,0
874,3,187,6,1,0
291,45,165,15,1,0
109,21,246,6,1,1
164,49,111,14,1,1
615,45,91,7,0,0
231,1,137,6,1,0
447,20,83,12,0,0
916,33,34,14,1,0
536,50,200,8,1,0
75,27,167,1,0,1
960,15,175,7,0,0
611,20,222,9,1,0
536,46,130,2,0,0
524,26,180,15,0,0
998,26,142,15,1,1
210,11,131,15,1,1
353,4,289,2,0,0
480,31,79,13,1,1
690,38,189,11,1,0
780,23,222,10,1,1
898,4,67,13,0,0
903,36,152,8,0,0
914,11,79,3,0,0
818,16,227,2,0,0
559,34,154,15,1,1
226,34,169,2,0,0
793,47,32,1,1,0
786,23,211,7,1,1
538,47,82,4,1,0
966,39,154,3,1,0
671,48,163,12,0,0
576,17,288,7,0,0
872,31,158,4,0,0
617,40,126,5,0,0
510,13,56,10,0,0
684,18,192,11,1,1
898,48,37,13,0,0
172,37,164,5,0,0
254,47,56,13,0,0
977,30,96,13,0,0
414,13,103,5,0,0
929,42,95,2,0,0
316,13,79,1,0,0
384,25,55,8,0,0
890,12,50,1,0,0
261,17,75,1,0,0
619,8,89,5,0,0
288,41,84,1,1,0
239,32,16,7,1,1
866,42,183,1,0,0
243,44,240,13,1,1
387,20,128,3,1,1
980,31,181,11,0,0
960,24,10,13,0,0
832,49,208,6,0,0
905,5,201,9,1,1
772,29,286,4,0,0
210,49,258,12,1,1
873,1,232,8,0,0
560,6,106,6,1,0
40,23,133,12,1,1
147,29,153,6,0,0
74,33,130,8,0,0
393,33,223,2,0,0
871,24,187,15,1,1
482,40,7,15,1,0
558,31,199,4,0,0
486,43,117,14,0,0
183,20,270,1,0,0
817,2,244,8,1,0
58,44,120,10,0,0
382,43,224,12,1,1
442,45,140,4,0,0
204,6,59,4,0,0
967,43,210,1,0,0
629,39,143,10,0,0
158,41,293,14,1,0
9,10,228,10,1,1
432,5,101,11,0,0
462,44,250,12,0,0
846,4,39,9,1,0
331,35,107,9,0,0
57,37,208,1,1,0
852,17,37,3,1,1
586,33,56,14,0,0
905,31,168,11,0,0
81,50,245,7,1,0
583,44,294,11,1,1
637,1,207,5,0,0
847,13,228,4,0,0
980,25,260,4,1,1
587,29,98,15,1,1
788,7,219,15,0,0
190,36,105,7,0,0
1,45,172,2,1,1
145,24,25,11,0,0
833,32,163,6,1,0
71,7,159,1,0,0
933,35,73,2,0,0
282,18,210,6,0,0
507,12,189,15,1,1
934,44,180,13,1,1
547,44,213,15,1,1
899,35,162,4,0,0
539,10,232,3,0,0
665,3,68,7,1,1
171,26,139,5,0,1
286,37,225,13,1,1
422,26,60,5,0,0
294,36,233,4,1,1
524,10,273,15,1,1
500,33,206,7,1,0
855,37,244,10,1,0
614,19,223,1,0,0
154,30,221,8,1,1
330,1,150,1,1,0
976,25,83,2,0,0
872,32,299,10,1,0
621,48,86,8,0,0
177,44,265,3,1,0
41,26,283,13,1,1
467,5,120,4,0,0
502,13,119,6,1,0
428,28,8,3,0,1
670,21,188,13,1,1
601,14,84,2,0,0
313,32,54,8,0,0
712,40,46,6,0,0
886,6,122,12,1,0
294,18,105,7,1,0
504,48,106,9,1,1
765,15,105,6,0,0
108,18,7,7,0,0
324,16,27,7,1,0
848,14,285,2,1,0
928,15,152,15,1,1
785,5,138,15,0,0
653,46,32,3,1,0
315,31,189,6,1,0
122,50,264,8,0,0
408,44,247,8,0,0
328,31,93,4,0,0
702,9,16,8,0,0
914,46,291,6,0,0
865,7,154,10,1,0
879,22,42,13,1,1
754,6,35,11,0,0
512,1,28,4,0,0
564,45,276,9,0,0
864,47,203,11,0,0
171,20,139,14,0,1
217,7,160,8,0,0
26,36,104,5,0,0
591,29,169,1,0,0
938,34,224,9,1,0
967,1,110,8,0,0
843,22,203,13,1,0
299,30,177,6,0,0
647,20,102,3,0,0
601,49,6,14,1,0
150,31,82,13,1,0
813,14,30,4,0,0
583,43,5,8,1,0
783,42,132,13,1,1
765,34,269,4,1,0
104,13,34,13,0,0
676,50,118,7,0,0
900,4,111,12,1,0
627,12,88,9,1,0
662,22,88,14,1,0
155,47,63,15,1,1
447,9,107,14,0,0
341,28,152,13,0,0
780,26,221,9,1,0
681,8,6,15,0,0
336,15,115,10,0,1
804,12,161,1,0,0
608,38,137,11,0,0
451,41,267,5,1,0
885,5,268,5,0,0
327,5,294,10,1,0
853,18,247,8,1,0
210,44,144,6,0,0
255,37,45,4,0,0
897,26,70,14,0,0
512,42,192,3,1,0
990,44,76,13,1,0
70,9,220,7,0,0
388,14,232,11,0,0
428,43,53,8,0,0
26,27,23,10,0,0
216,31,125,14,1,0
755,16,151,11,1,1
179,30,132,12,1,0
811,23,226,2,0,0
524,4,295,1,1,0
750,6,279,9,0,0
364,6,293,14,1,1
910,38,122,7,0,0
433,26,249,14,1,1
495,3,26,3,0,0
35,36,108,9,1,0
359,37,130,2,0,0
534,1,233,1,1,0
292,25,57,13,0,0
128,28,254,7,1,1
683,22,288,9,0,0
397,47,130,14,1,1
356,40,194,11,1,0
758,1,85,6,0,0
504,23,217,2,1,0
194,46,99,4,0,0
991,27,159,6,0,0
258,40,22,10,0,0
664,16,300,3,0,0
912,45,171,7,1,0
579,16,281,4,0,0
27,31,36,4,0,0
999,33,86,4,0,0
183,1,116,7,0,0
35,11,252,6,1,1
340,37,284,15,1,1
264,18,160,12,1,1
515,7,15,10,1,1
871,32,41,4,0,0
944,4,220,8,0,0
925,22,119,11,1,0
21,41,235,2,0,0
169,29,244,11,1,0
257,38,225,15,0,0
861,5,290,2,0,0
963,36,127,15,1,1
421,24,15,7,0,0
309,10,144,6,0,0
967,14,275,6,1,1
755,48,292,2,1,1
615,30,179,13,1,1
555,2,294,2,1,0
33,36,213,8,0,0
166,42,200,11,1,0
974,34,90,7,0,0
77,44,10,15,0,0
772,49,297,7,0,0
808,49,90,1,0,0
548,24,20,1,0,0
296,18,167,2,1,0
417,24,119,3,0,0
973,33,28,15,1,1
337,21,256,9,1,1
270,14,108,3,0,0
181,18,294,8,1,0
310,47,168,3,0,0
65,47,40,7,0,0
217,24,297,14,1,0
207,9,140,3,1,0
172,33,157,3,1,0
115,38,142,10,1,1
448,40,242,6,1,0
842,30,248,7,0,0
462,43,31,6,1,1
135,31,150,8,1,0
801,44,27,6,1,0
309,41,236,5,0,0
242,23,65,9,0,0
987,48,117,10,0,0
277,14,297,10,1,1
25,48,295,6,0,0
693,12,45,4,0,0
383,39,211,12,1,0
374,14,195,7,0,0
31,24,81,14,1,0
920,12,244,14,1,1
97,16,191,3,1,1
772,40,23,3,0,0
499,32,188,11,1,1
655,28,55,15,1,0
290,11,98,11,1,0
544,25,60,1,0,0
279,12,231,7,1,0
376,14,21,9,0,0
536,3,265,12,1,1
496,18,64,9,0,0
684,8,205,15,1,0
969,21,9,7,0,0
835,9,46,6,0,0
203,26,109,9,1,0
617,41,100,5,1,1
396,47,224,9,1,0
649,25,119,8,1,0
327,4,31,6,0,0
875,20,104,7,0,0
114,36,215,6,0,0
5,50,52,3,0,0
340,5,26,6,0,0
667,36,259,10,1,1
621,32,165,3,0,0
765,7,294,12,1,1
963,45,246,13,1,0
794,19,174,3,1,0
632,43,37,15,1,0
827,20,120,9,1,0
624,2,222,6,1,1
563,42,156,13,0,0
16,33,106,12,1,1
308,17,248,9,0,0
293,12,198,4,1,0
954,35,237,7,0,0
708,31,300,1,0,0
705,8,57,12,0,0
283,39,150,7,1,1
783,41,99,10,0,0
114,19,38,5,0,0
892,32,144,4,0,0
494,1,15,3,0,1
283,44,17,8,0,0
576,19,79,1,0,0
869,49,92,13,1,1
203,32,286,7,1,1
137,46,296,14,1,1
462,13,35,8,1,0
817,50,28,12,1,1
160,16,236,9,0,0
34,22,85,14,0,0
496,27,232,15,1,0
907,5,20,11,0,0
862,29,260,3,0,0
718,1,294,1,0,0
761,3,21,8,0,0
829,46,227,12,1,1
105,27,287,1,0,0
99,11,80,11,0,0
280,2,190,11,1,0
153,35,251,8,0,0
721,44,70,5,0,0
334,20,230,13,1,0
641,16,15,9,1,0
802,27,224,7,1,0
155,41,180,12,1,0
757,16,18,10,1,1
151,24,183,5,0,0
192,45,123,4,1,0
876,37,297,9,0,0
240,20,24,5,1,0
475,31,60,10,0,0
812,23,240,10,1,1
379,17,20,1,0,0
845,17,168,11,1,0
757,43,208,8,1,0
129,6,274,1,0,0
175,27,178,5,0,0
679,2,46,4,0,0
84,36,117,3,0,0
267,30,166,9,0,0
54,25,238,14,0,0
190,23,258,11,1,1
690,37,236,12,0,0
843,21,220,6,1,1
27,5,110,15,1,1
551,31,75,8,1,0
379,17,226,2,0,0
15,25,279,14,0,0
779,1,188,11,0,0
848,34,146,5,1,0
988,13,72,6,1,1
994,47,204,15,1,1
80,17,47,10,0,0
822,31,230,14,0,0
295,30,108,2,0,0
244,25,181,2,0,0
688,9,172,5,0,0
308,33,277,4,1,0
77,34,200,7,0,0
561,8,185,14,1,0
859,12,115,14,0,0
736,28,149,1,0,0
293,9,185,11,1,1
921,28,280,15,1,1
270,38,175,7,0,0
56,46,247,10,1,0
739,43,50,10,0,0
340,31,175,6,1,1
311,19,219,14,1,1
487,9,172,9,1,1
242,19,206,11,1,1
420,19,169,5,0,0
873,11,47,5,0,0
72,8,130,3,1,0
327,10,26,13,0,0
431,26,36,8,1,0
672,13,243,3,0,0
908,49,297,9,1,1
933,15,167,5,1,1
646,31,258,6,1,0
60,33,207,4,0,0
614,23,146,9,1,0
677,25,230,3,0,0
53,20,144,2,1,0
207,11,96,7,0,0
630,28,104,9,0,1
969,34,274,5,0,0
757,34,288,7,0,0
891,46,126,13,0,0
238,3,238,6,1,0
804,33,202,2,1,0
874,35,126,6,0,0
711,35,138,1,1,0
889,32,257,7,1,1
345,42,67,12,1,0
495,33,269,9,0,0
836,32,220,12,0,1
74,37,274,1,1,0
533,45,167,5,0,0
447,18,300,10,1,1
935,10,189,6,0,0
814,33,256,5,0,0
783,44,266,8,1,0
63,11,141,15,0,0
596,30,177,11,1,0
240,28,8,10,0,0
105,9,283,8,1,0
779,19,270,13,1,0
952,5,228,2,0,1
243,42,292,4,0,0
411,18,163,1,1,1
363,24,75,2,0,0
487,46,163,4,0,0
817,25,110,13,0,0
201,7,68,7,1,0
560,19,16,2,0,0
753,41,105,9,1,0
125,50,16,9,0,0
179,12,274,14,1,0
652,7,242,3,0,0
846,3,95,12,1,0
159,2,215,11,1,0
745,17,241,10,1,1
739,26,166,3,1,1
721,22,221,1,0,0
894,32,145,15,1,1
882,9,110,7,1,0
119,37,286,14,1,1
848,22,129,8,1,1
705,8,271,4,0,0
69,40,104,15,0,1
757,31,144,4,1,0
864,37,44,7,0,0
685,34,41,12,0,0
535,48,155,5,1,0
860,37,213,4,1,0
971,47,52,10,0,0
230,13,264,10,0,0
614,48,240,1,0,0
992,24,252,3,1,1
136,24,55,4,0,0
563,7,283,15,1,1
341,19,161,9,1,0
387,50,42,10,0,0
600,43,243,15,0,0
477,40,112,7,0,0
643,20,221,5,1,1
213,27,105,2,1,0
381,27,49,11,0,0
770,46,87,9,0,0
875,36,297,5,1,0
113,3,275,8,1,1
90,11,226,6,1,0
588,6,107,6,0,0
100,11,194,6,0,0
144,7,212,11,1,1
550,25,193,3,1,0
678,40,175,6,0,0
936,9,285,2,0,0
378,18,155,7,0,0
964,9,265,4,0,0
349,14,34,1,1,0
295,34,104,1,0,0
998,9,219,7,1,0
59,8,218,1,0,0
58,11,71,14,1,1
150,9,256,4,0,0
893,9,22,3,0,0
118,21,200,11,1,1
502,46,6,4,0,1
701,23,212,13,1,1
794,7,244,1,1,1
279,33,285,15,1,1
930,31,64,13,1,0
501,12,232,5,1,1
310,4,133,8,1,1
145,13,27,13,1,1
162,40,35,5,0,0
803,9,207,8,1,0
544,45,171,6,1,1
646,44,21,1,0,0
198,12,205,12,1,1
532,28,48,9,1,1
654,18,115,13,1,1
895,30,84,1,0,1
444,48,256,5,1,0
269,14,277,9,1,0
417,2,30,6,1,0
696,8,124,12,1,0
331,27,237,15,1,0
446,2,250,12,1,1
934,37,38,11,0,0
123,17,120,3,0,0
588,33,149,11,1,0
943,8,182,2,1,0
582,9,194,11,1,1
899,39,291,6,0,0
935,10,300,1,0,0
757,39,224,10,1,1
11,47,161,13,0,0
116,13,143,8,1,1
981,24,126,15,1,0
780,27,107,10,1,1
288,35,68,15,0,0
295,14,248,8,1,1
643,23,134,5,1,0
692,26,26,3,0,0
566,7,47,10,0,0
781,12,245,3,0,0
709,41,179,7,1,0
837,17,133,13,1,1
758,30,291,9,1,1
757,15,19,7,0,0
742,16,86,9,0,0
456,5,261,6,1,1
226,43,82,10,1,0
186,28,39,4,0,0
708,37,147,14,1,1
225,50,83,2,0,0
3,37,193,5,1,1
361,20,18,10,0,0
49,50,50,8,1,1
772,1,72,13,0,0
389,39,241,1,1,0
627,20,159,8,0,0
242,40,224,3,0,0
898,38,51,8,0,0
576,23,9,4,0,0
90,9,151,4,0,0
646,36,267,11,0,0
921,5,203,9,1,1
64,38,191,2,0,0
201,11,292,3,1,0
964,24,213,6,0,0
342,36,77,14,1,0
630,24,32,8,0,0
633,33,73,1,0,0
567,44,125,1,0,0
254,14,66,8,1,1
406,20,246,6,1,1
553,3,6,10,0,0
709,46,206,8,0,0
435,50,53,1,0,0
765,5,220,6,1,0
731,6,298,9,0,0
207,3,21,2,0,0
406,9,45,13,0,0
527,46,254,1,1,1
993,2,290,12,0,0
854,29,51,14,1,0
744,19,112,10,0,0
721,38,123,6,1,0
589,3,6,13,1,0
324,29,278,7,1,1
391,8,221,12,1,0
17,19,75,5,0,0
568,17,19,7,0,0
76,18,135,13,0,0
380,45,129,9,0,0
587,12,130,14,0,0
418,42,180,9,0,0
760,50,42,14,0,0
644,35,276,13,0,0
996,23,256,2,1,0
743,39,131,5,0,0
692,42,32,9,1,0
154,8,262,3,0,0
246,17,191,6,1,0
96,18,33,9,0,0
282,24,79,14,0,0
458,26,270,10,1,1
104,31,280,1,0,0
92,45,262,15,1,0
20,45,168,2,1,1
760,10,90,15,1,1
302,10,193,5,0,0
33,47,115,13,1,1
279,5,130,12,1,1
150,16,288,8,1,0
736,13,160,15,1,1
469,21,202,9,1,1
655,47,226,3,0,0
909,28,197,7,1,1
193,40,248,6,0,0
720,47,252,13,1,1
576,15,251,12,1,1
305,5,292,4,0,0
491,22,26,8,0,1
874,45,179,9,1,1
660,49,139,8,1,0
739,49,204,13,1,0
171,44,235,9,1,0
412,27,111,11,1,1
567,35,271,7,0,0
642,28,242,15,1,1
66,30,279,6,1,0
644,17,26,7,1,0
7,8,24,7,1,1
176,19,246,7,0,0
515,13,220,10,0,0
626,8,190,8,1,0
207,48,102,6,1,0
66,18,121,2,0,0
393,24,296,13,1,1
652,8,233,15,0,0
442,18,102,2,0,0
795,15,79,6,0,0
882,49,199,6,0,0
255,24,232,4,1,1
234,20,93,12,0,0
607,41,273,10,0,0
267,10,217,10,1,1
435,27,290,1,0,0
59,38,254,9,0,0
633,36,146,2,0,0
82,3,75,3,0,0
78,3,190,15,0,0
512,50,180,12,0,0
400,27,132,1,0,0
650,6,124,6,0,0
565,9,173,1,1,0
65,19,141,9,1,1
441,44,293,5,0,0
543,16,82,4,0,0
274,44,257,4,1,1
848,45,65,3,0,0
426,26,278,11,1,1
950,40,245,15,1,1
793,37,125,12,1,1
356,4,110,13,1,0
243,21,299,5,1,0
403,49,14,1,0,0
961,9,200,4,1,0
259,20,133,14,1,1
368,22,156,1,0,0
944,21,296,14,0,0
819,17,89,13,1,0
986,50,195,9,0,0
692,25,26,1,0,1
130,33,5,10,0,0
947,46,210,7,1,1
580,39,248,7,1,0
239,14,267,10,1,1
889,32,262,1,1,0
133,39,269,13,1,0
80,18,145,9,1,1
731,18,243,1,0,0
85,28,110,12,1,1
290,46,97,15,1,0
636,37,105,10,1,0
272,31,150,2,1,0
346,13,181,6,0,0
232,21,160,10,1,0
600,8,88,10,0,0
133,39,53,2,0,0
205,16,229,13,1,1
973,24,132,1,0,0
849,15,280,3,0,0
635,33,23,2,0,0
534,44,266,14,1,1
766,15,80,6,1,0
179,20,235,13,1,0
808,1,14,15,1,1
174,48,47,11,0,0
226,38,107,13,0,0
276,9,254,13,0,0
504,29,102,3,0,0
830,14,62,1,0,0
164,9,42,9,0,0
696,28,16,1,0,0
571,41,216,9,1,0
987,44,24,2,0,0
45,41,20,5,0,0
9,28,175,2,0,0
241,37,41,15,0,0
204,50,199,6,0,0
363,5,65,1,0,0
754,7,9,13,0,0
851,46,162,13,1,1
1000,41,221,11,1,1
998,24,289,6,1,0
374,33,180,4,0,0
785,20,92,7,1,1
857,44,53,12,1,1
735,43,291,4,0,0
365,2,187,1,0,0
328,20,243,14,1,1
433,41,140,1,0,0
601,14,260,12,1,1
945,5,225,9,1,1
821,26,100,14,0,0
30,43,169,14,1,0
816,30,286,1,0,0
83,12,35,15,0,0
10,46,190,5,0,0
322,42,215,2,1,0
886,17,231,10,1,1
21,18,300,3,1,1
376,43,15,15,1,1
984,35,273,3,0,0
146,32,74,8,1,0
402,27,222,7,1,1
807,43,206,12,0,0
192,46,257,7,1,0
389,28,126,15,0,0
691,12,72,9,1,0
442,39,116,12,0,0
494,27,48,2,0,0
965,25,37,3,0,0
699,34,202,10,1,1
308,16,8,13,1,1
370,22,173,3,1,1
723,34,194,14,1,1
384,29,290,1,1,0
23,42,163,9,0,0
527,48,174,15,1,1
108,12,197,10,1,1
732,8,253,5,1,0
492,46,211,11,1,0
500,41,224,6,1,1
780,23,258,12,1,1
115,28,229,5,1,1
118,30,193,13,1,1
373,30,195,12,1,1
738,11,57,3,0,0
263,12,178,15,0,0
367,35,234,14,1,1
854,18,138,3,0,0
605,19,100,15,0,0
667,47,87,5,0,0
643,48,298,8,1,0
397,25,285,7,0,0
923,14,37,5,0,0
635,36,10,4,0,0
946,36,24,13,1,0
668,45,215,1,0,0
514,33,78,14,1,0
836,22,28,3,0,0
471,40,140,4,1,0
602,4,96,6,1,1
115,34,173,11,1,1
595,32,204,1,1,0
685,42,206,15,1,1
736,5,296,8,1,1
21,17,62,10,1,0
1,11,300,10,1,1
378,44,17,1,0,1
40,44,252,5,0,0
735,19,95,13,1,1
101,6,92,15,1,1
323,2,99,12,1,1
435,12,30,2,0,0
991,48,108,4,1,1
292,14,124,5,0,0
757,30,147,12,1,0
150,31,17,11,0,0
579,38,49,9,1,0
713,17,295,12,1,1
413,6,270,1,0,0
693,42,70,8,1,0
127,47,10,13,1,1
965,22,80,12,0,0
556,12,93,3,0,0
597,22,247,3,0,0
478,29,176,10,1,0
713,32,185,2,0,0
103,49,158,8,1,0
398,36,256,2,0,0
362,31,223,1,0,0
869,49,93,3,0,1
790,9,195,6,1,0
255,14,81,8,0,0
820,21,149,9,1,0
903,24,42,2,0,0
943,33,31,3,0,0
31,24,207,13,1,1
192,40,84,11,1,0
696,29,23,5,0,0
993,18,250,7,0,0
605,46,101,7,0,0
222,7,11,5,0,0
340,26,26,8,0,0
745,47,70,12,1,0
996,11,183,3,1,0
995,5,73,12,0,0
233,31,11,9,1,0
450,37,297,2,0,0
747,14,64,1,1,0
890,11,141,7,0,0
706,35,134,14,1,1
620,40,219,9,1,1
285,49,60,1,0,0
461,1,82,12,0,0
876,35,222,9,1,1
715,43,35,10,0,0
95,9,165,11,1,1
503,43,67,15,1,1
756,49,69,14,1,0
745,7,122,13,1,0
905,46,157,6,1,0
356,49,171,8,1,1
121,41,60,13,0,0
248,33,143,6,1,0
537,33,48,6,0,0
894,36,244,5,1,0
416,27,222,1,1,0
447,35,290,10,1,1
385,37,164,13,0,0
453,2,50,8,0,0
429,10,254,6,1,1
